0.29109773	-0.30962318	0.2696145	-0.32073468	0.33647376	-0.3206533	-0.25824228	-0.33597052	-0.3155064	0.342189	0.301256	0.29125986	-0.30824208	0.3040867	0.30270827	0.28764865
0.6016846	-0.5009706	0.5710574	-0.52136976	0.5469061	-0.5918713	-0.5522665	-0.5525025	-0.5458006	0.5670408	0.5792097	0.51674855	-0.50026286	0.49656993	0.51325226	0.5359903
0.050338507	-0.0055617574	0.0524304	-0.061298575	-0.015314548	-0.025263216	-0.053295236	0.004486126	-0.05200307	0.049109142	0.041617148	0.032602392	-0.04097525	-0.00065714715	0.009584272	-0.006044139
-0.37262017	0.36379674	-0.4076629	0.39961913	-0.3232907	0.3991758	0.3716491	0.29563344	0.35285768	-0.3942007	-0.39989498	-0.33806023	0.32006693	-0.3301434	-0.33362284	-0.28948528
-0.30647975	0.30138516	-0.26170063	0.29424497	-0.24981222	0.31230888	0.32023776	0.25085473	0.29243505	-0.2883506	-0.2557066	-0.23359476	0.30038208	-0.27874547	-0.29760072	-0.29059535
1.8498192	-1.7783169	1.7294816	-1.7978415	1.7284395	-1.8067206	-1.6805129	-1.7298261	-1.6257275	1.7233995	1.8430122	1.6338999	-1.7546699	1.719906	1.8689092	1.6342243
0.66708934	-0.6780256	0.6637233	-0.68328047	0.65254855	-0.6696062	-0.6102055	-0.67508173	-0.62583846	0.6315019	0.66005766	0.6136156	-0.69706076	0.62549	0.73142564	0.6523811
0.2914687	-0.2368976	0.27260903	-0.2944969	0.24788709	-0.27141267	-0.23646818	-0.28976813	-0.22039253	0.24062066	0.26730207	0.3000559	-0.31323156	0.23159441	0.29963264	0.23310058
0.28378627	-0.2570356	0.24083942	-0.20766854	0.25883687	-0.2395475	-0.22324835	-0.23265985	-0.22356574	0.25769836	0.27917373	0.17226635	-0.19049479	0.19746354	0.19052069	0.16134588
-0.7812696	0.7661276	-0.7674425	0.82506883	-0.7905965	0.7897655	0.757392	0.7820633	0.72113883	-0.7468406	-0.78794664	-0.74069697	0.7796968	-0.7878052	-0.79774624	-0.68646437
0.024118984	0.026324246	-0.06432762	0.038832493	-0.02133132	0.06457141	0.020511031	-0.03137775	-0.0040448257	-0.037984513	-0.035676915	0.012416823	0.017225944	0.005173527	-0.041884907	-0.015588029
-0.17239155	0.20856693	-0.20054114	0.18195975	-0.19529934	0.1795689	0.23500751	0.15463795	0.1838182	-0.1737716	-0.22539462	-0.2303786	0.23333202	-0.16655906	-0.17725834	-0.22989616
